Date,PL,Shares,PL zscore,Shares zscore,xy
2022-01-14 00:00:00-05:00,-0.04364326753432934,7.936026149894934e-05,-0.35990130510391727,-0.20115682128849383,0.07239660251228437
2022-03-02 00:00:00-05:00,0.011770963460038496,0.00020784860095204922,-0.30448707410954945,-0.20102833294904074,0.061210528912773746
2022-03-08 00:00:00-05:00,0.8284132302426661,9.675297031618871e-05,0.5121551926730782,-0.2011394285796766,-0.10301460279837711
2022-03-09 00:00:00-05:00,1.1100184920199678,0.00013352877433337203,0.7937604544503799,-0.20110265277565942,-0.15962733305838436
2022-03-17 00:00:00-04:00,1.1992314276810299,3.429312279886993e-05,0.8829733901114419,-0.20120188842719391,-0.17765591352138352
2022-03-23 00:00:00-04:00,0.5360179528013574,9.675297031618871e-05,0.21975991523176952,-0.2011394285796766,-0.04420238377443629
2022-03-29 00:00:00-04:00,-0.1485581711855585,6.759356012229576e-05,-0.4648162087551464,-0.2011685879898705,0.09350642039007769
2022-03-31 00:00:00-04:00,-0.02469133440449993,4.8376485158094355e-05,-0.34094937197408787,-0.2011878050648347,0.0685948557857006
2022-08-08 00:00:00-04:00,-0.010909063165838067,2.32189156766379e-05,-0.327167100735426,-0.20121296263431615,0.06583026161545481
2023-01-11 00:00:00-05:00,0.31526107743940746,0.00015624395340737586,-0.0009969601301804687,-0.2010799375965854,0.0002004686807629723
