Date,High,Shares,Price,Total,FF,Delta,S/FF,D/H
2022-01-10 00:00:00-05:00,22.8700008392334,46165.0,22.42,1035019.3,513960000,0.8799991607666016,8.982216514903883e-05,0.03847831781697911
2022-01-11 00:00:00-05:00,23.75,312500.0,22.85,7140625.0,513960000,-0.3899993896484375,0.0006080239707370223,-0.01642102693256579
2022-01-12 00:00:00-05:00,23.360000610351562,95000.0,22.96,2180650.0,513960000,-0.21000099182128906,0.0001848392871040548,-0.008989768250615152
2022-01-13 00:00:00-05:00,23.149999618530273,50588.0,22.65,1145818.2,513960000,-2.0699996948242188,9.842789322126236e-05,-0.08941683494315483
2022-01-14 00:00:00-05:00,21.079999923706055,40788.0,20.27,826772.76,513960000,-0.9200000762939453,7.936026149894934e-05,-0.04364326753432934
2022-03-02 00:00:00-05:00,18.690000534057617,107412.0,18.11,1945231.32,516780000,0.2199993133544922,0.00020784860095204922,0.011770963460038496
2022-03-08 00:00:00-05:00,16.260000228881836,50000.0,15.05,752500.0,516780000,13.469999313354492,9.675297031618871e-05,0.8284132302426661
2022-03-09 00:00:00-05:00,16.270000457763672,69005.0,15.59,1075787.95,516780000,18.060001373291016,0.00013352877433337203,1.1100184920199678
2022-03-17 00:00:00-04:00,15.609999656677246,17722.0,14.95,264943.9,516780000,18.72000217437744,3.429312279886993e-05,1.1992314276810299
2022-03-23 00:00:00-04:00,22.350000381469727,50000.0,20.0,1000000.0,516780000,11.980001449584961,9.675297031618871e-05,0.5360179528013574
2022-03-29 00:00:00-04:00,34.33000183105469,34931.0,29.355,1028212.8,516780000,-5.100002288818359,6.759356012229576e-05,-0.1485581711855585
2022-03-31 00:00:00-04:00,25.920000076293945,25000.0,23.91,597750.0,516780000,-0.6399993896484375,4.8376485158094355e-05,-0.02469133440449993
2022-08-08 00:00:00-04:00,27.5,12000.0,25.0,300000.0,516820000,-0.2999992370605469,2.32189156766379e-05,-0.010909063165838067
2023-01-11 00:00:00-05:00,4.980000019073486,80750.0,4.68,377910.0,516820000,1.570000171661377,0.00015624395340737586,0.31526107743940746
